warehouse_id,name,location,capacity
311,Logistics Hub B - 8117 Park Circle,Logistics Hub B - 8117 Park Circle,17061.83
312,Supply Chain Hub A - 6387 Valley Drive,Supply Chain Hub A - 6387 Valley Drive,17758.56
313,Logistics Hub G - 5613 Third Road,Logistics Hub G - 5613 Third Road,44425.31
314,Fulfillment Center M - 7552 Valley Drive,Fulfillment Center M - 7552 Valley Drive,13119.65
315,Regional Warehouse B - 2316 School Boulevard,Regional Warehouse B - 2316 School Boulevard,21870.5
316,Storage Facility Y - 8886 Lake Street,Storage Facility Y - 8886 Lake Street,38997.53
317,Supply Chain Hub M - 2989 Second Circle,Supply Chain Hub M - 2989 Second Circle,2089.66
318,Logistics Hub O - 6069 Cedar Court,Logistics Hub O - 6069 Cedar Court,3198.06
319,Processing Center Q - 4321 Second Place,Processing Center Q - 4321 Second Place,4986.41
320,Logistics Hub S - 1992 Pine Way,Logistics Hub S - 1992 Pine Way,2398.27
321,Supply Chain Hub O - 6830 School Circle,Supply Chain Hub O - 6830 School Circle,22353.01
322,Fulfillment Center W - 6361 Hill Boulevard,Fulfillment Center W - 6361 Hill Boulevard,22457.38
323,Fulfillment Center F - 6053 High Court,Fulfillment Center F - 6053 High Court,9536.02
324,Central Depot O - 6751 Main Place,Central Depot O - 6751 Main Place,10236.52
325,Supply Chain Hub X - 1714 High Circle,Supply Chain Hub X - 1714 High Circle,38450.59
326,Logistics Hub D - 5796 Third Street,Logistics Hub D - 5796 Third Street,32574.17
327,Supply Chain Hub Y - 6342 Oak Court,Supply Chain Hub Y - 6342 Oak Court,41479.8
328,Fulfillment Center J - 4912 Washington Avenue,Fulfillment Center J - 4912 Washington Avenue,25886.2
329,Supply Chain Hub H - 4877 School Court,Supply Chain Hub H - 4877 School Court,14307.68
330,Supply Chain Hub P - 5878 High Road,Supply Chain Hub P - 5878 High Road,20365.98
331,Supply Chain Hub O - 8653 High Lane,Supply Chain Hub O - 8653 High Lane,33191.35
332,Supply Chain Hub B - 2402 Cedar Avenue,Supply Chain Hub B - 2402 Cedar Avenue,30587.54
333,Fulfillment Center P - 3876 Hill Way,Fulfillment Center P - 3876 Hill Way,36618.5
334,Logistics Hub F - 441 Fourth Place,Logistics Hub F - 441 Fourth Place,25949.23
335,Supply Chain Hub V - 4578 Park Boulevard,Supply Chain Hub V - 4578 Park Boulevard,47809.4
336,Logistics Hub V - 4914 Pine Boulevard,Logistics Hub V - 4914 Pine Boulevard,4554.88
337,Fulfillment Center J - 8475 Fourth Street,Fulfillment Center J - 8475 Fourth Street,21722.7
338,Distribution Center V - 1797 Maple Lane,Distribution Center V - 1797 Maple Lane,46753.06
339,Regional Warehouse Q - 1547 Pine Drive,Regional Warehouse Q - 1547 Pine Drive,29433.7
340,Logistics Hub K - 3083 Church Way,Logistics Hub K - 3083 Church Way,9456.7
341,Central Depot A - 1487 Valley Place,Central Depot A - 1487 Valley Place,27284.83
342,Storage Facility A - 8230 Hill Lane,Storage Facility A - 8230 Hill Lane,24309.61
343,Storage Facility F - 6811 Elm Circle,Storage Facility F - 6811 Elm Circle,30737.3
344,Supply Chain Hub Y - 3014 River Road,Supply Chain Hub Y - 3014 River Road,15084.1
345,Distribution Center S - 4724 Cedar Way,Distribution Center S - 4724 Cedar Way,46962.95
346,Regional Warehouse C - 1065 Church Place,Regional Warehouse C - 1065 Church Place,5203.78
347,Regional Warehouse Y - 3982 Market Place,Regional Warehouse Y - 3982 Market Place,23493.76
348,Supply Chain Hub J - 4372 Pine Street,Supply Chain Hub J - 4372 Pine Street,21262.1
349,Storage Facility C - 1027 Second Avenue,Storage Facility C - 1027 Second Avenue,14300.89
350,Distribution Center D - 8821 High Drive,Distribution Center D - 8821 High Drive,8671.57
351,Distribution Center Z - 8155 School Court,Distribution Center Z - 8155 School Court,42951.37
352,Processing Center W - 5894 Park Place,Processing Center W - 5894 Park Place,24260.51
353,Storage Facility W - 8511 Main Road,Storage Facility W - 8511 Main Road,25813.18
354,Supply Chain Hub O - 4407 Lake Street,Supply Chain Hub O - 4407 Lake Street,2992.92
355,Central Depot Z - 7271 Lake Court,Central Depot Z - 7271 Lake Court,38377.91
356,Distribution Center I - 8428 Fourth Street,Distribution Center I - 8428 Fourth Street,16498.58
357,Logistics Hub Y - 747 Main Circle,Logistics Hub Y - 747 Main Circle,2363.31
358,Regional Warehouse Z - 244 Church Boulevard,Regional Warehouse Z - 244 Church Boulevard,12844.18
359,Regional Warehouse Z - 2716 Hill Road,Regional Warehouse Z - 2716 Hill Road,16133.12
360,Supply Chain Hub Q - 4231 Elm Road,Supply Chain Hub Q - 4231 Elm Road,29695.47
361,Regional Warehouse D - 8550 Third Circle,Regional Warehouse D - 8550 Third Circle,17723
362,Processing Center Z - 7258 Cedar Drive,Processing Center Z - 7258 Cedar Drive,24277.43
363,Logistics Hub C - 6472 Market Way,Logistics Hub C - 6472 Market Way,4293.22
364,Processing Center C - 8999 First Avenue,Processing Center C - 8999 First Avenue,15646.46
365,Fulfillment Center W - 5577 River Circle,Fulfillment Center W - 5577 River Circle,5555.32
366,Logistics Hub P - 139 Second Circle,Logistics Hub P - 139 Second Circle,47597.56
367,Processing Center Y - 1213 Maple Street,Processing Center Y - 1213 Maple Street,2123.94
368,Supply Chain Hub V - 8129 Oak Court,Supply Chain Hub V - 8129 Oak Court,5551.81
369,Supply Chain Hub P - 4935 Market Way,Supply Chain Hub P - 4935 Market Way,19002.03
370,Logistics Hub X - 3936 Pine Boulevard,Logistics Hub X - 3936 Pine Boulevard,13683.58
371,Regional Warehouse P - 8963 Third Lane,Regional Warehouse P - 8963 Third Lane,3317.66
372,Processing Center M - 5443 First Boulevard,Processing Center M - 5443 First Boulevard,3178.67
373,Central Depot B - 3365 Market Place,Central Depot B - 3365 Market Place,5524.6
374,Logistics Hub W - 1945 High Avenue,Logistics Hub W - 1945 High Avenue,25721.58
375,Regional Warehouse R - 3401 Park Place,Regional Warehouse R - 3401 Park Place,43698.12
376,Central Depot N - 8675 Second Drive,Central Depot N - 8675 Second Drive,23312.36
377,Logistics Hub M - 6050 Valley Lane,Logistics Hub M - 6050 Valley Lane,45250.13
378,Regional Warehouse W - 419 Third Court,Regional Warehouse W - 419 Third Court,22306.89
379,Fulfillment Center M - 5666 Third Way,Fulfillment Center M - 5666 Third Way,39312.69
380,Storage Facility W - 4695 Park Place,Storage Facility W - 4695 Park Place,38918.81
381,Logistics Hub U - 3930 Market Drive,Logistics Hub U - 3930 Market Drive,25525.07
382,Storage Facility C - 1889 Park Road,Storage Facility C - 1889 Park Road,17028.13
383,Storage Facility T - 3732 Valley Drive,Storage Facility T - 3732 Valley Drive,5494.84
384,Distribution Center H - 7561 Valley Court,Distribution Center H - 7561 Valley Court,25774.7
385,Logistics Hub L - 8455 Valley Court,Logistics Hub L - 8455 Valley Court,14597.4
386,Regional Warehouse B - 6814 Valley Street,Regional Warehouse B - 6814 Valley Street,14788.1
387,Central Depot K - 2314 Main Place,Central Depot K - 2314 Main Place,2053.88
388,Central Depot N - 7736 Main Lane,Central Depot N - 7736 Main Lane,30423.41
389,Processing Center M - 1277 Church Boulevard,Processing Center M - 1277 Church Boulevard,13190.03
390,Central Depot U - 4185 Valley Lane,Central Depot U - 4185 Valley Lane,44575.64
391,Supply Chain Hub L - 5718 Maple Court,Supply Chain Hub L - 5718 Maple Court,49631.88
392,Storage Facility C - 1729 School Road,Storage Facility C - 1729 School Road,19887.99
393,Storage Facility M - 4501 Third Street,Storage Facility M - 4501 Third Street,13932.77
394,Supply Chain Hub S - 1952 Lake Court,Supply Chain Hub S - 1952 Lake Court,17527.49
395,Logistics Hub Q - 8009 River Lane,Logistics Hub Q - 8009 River Lane,21338.3
396,Regional Warehouse Y - 7713 Third Lane,Regional Warehouse Y - 7713 Third Lane,9897.3
397,Fulfillment Center P - 8864 Elm Road,Fulfillment Center P - 8864 Elm Road,45011.5
398,Processing Center S - 3624 Park Street,Processing Center S - 3624 Park Street,32855.19
399,Processing Center K - 3338 Maple Court,Processing Center K - 3338 Maple Court,18704.82
400,Central Depot D - 7161 Third Boulevard,Central Depot D - 7161 Third Boulevard,8908.37
401,Storage Facility N - 3998 Hill Lane,Storage Facility N - 3998 Hill Lane,7199.06
402,Central Depot B - 2677 Fourth Court,Central Depot B - 2677 Fourth Court,30364.59
403,Regional Warehouse N - 6627 Park Circle,Regional Warehouse N - 6627 Park Circle,14314.2
404,Fulfillment Center V - 1669 Cedar Street,Fulfillment Center V - 1669 Cedar Street,21192.84
405,Distribution Center Q - 6981 School Avenue,Distribution Center Q - 6981 School Avenue,3590.69
406,Central Depot Z - 3813 River Court,Central Depot Z - 3813 River Court,15958.84
407,Processing Center M - 6245 Oak Street,Processing Center M - 6245 Oak Street,30307.53
408,Distribution Center X - 5991 Elm Road,Distribution Center X - 5991 Elm Road,29991.64
409,Supply Chain Hub S - 5086 School Lane,Supply Chain Hub S - 5086 School Lane,40659.61
410,Logistics Hub N - 1385 Cedar Boulevard,Logistics Hub N - 1385 Cedar Boulevard,12012.26
411,Supply Chain Hub J - 1184 Church Road,Supply Chain Hub J - 1184 Church Road,7575.01
412,Regional Warehouse C - 2275 High Circle,Regional Warehouse C - 2275 High Circle,38672.03
413,Central Depot P - 1453 High Boulevard,Central Depot P - 1453 High Boulevard,10616.82
414,Logistics Hub P - 2671 Cedar Road,Logistics Hub P - 2671 Cedar Road,23094.36
415,Fulfillment Center H - 4329 Third Drive,Fulfillment Center H - 4329 Third Drive,43875.93
416,Distribution Center J - 6054 Hill Drive,Distribution Center J - 6054 Hill Drive,23445.34
417,Distribution Center K - 1561 Cedar Circle,Distribution Center K - 1561 Cedar Circle,8766.87
418,Fulfillment Center T - 1728 Hill Place,Fulfillment Center T - 1728 Hill Place,11677.94
419,Distribution Center L - 6697 Valley Court,Distribution Center L - 6697 Valley Court,42669.69
420,Central Depot J - 2998 School Circle,Central Depot J - 2998 School Circle,30125.1
421,Regional Warehouse S - 4262 First Avenue,Regional Warehouse S - 4262 First Avenue,23990.66
422,Distribution Center J - 4750 First Court,Distribution Center J - 4750 First Court,43436.35
423,Regional Warehouse P - 8995 Market Lane,Regional Warehouse P - 8995 Market Lane,29437.78
424,Distribution Center K - 5822 School Way,Distribution Center K - 5822 School Way,42251.19
425,Processing Center J - 188 Cedar Court,Processing Center J - 188 Cedar Court,40798.19
426,Storage Facility O - 3135 Third Place,Storage Facility O - 3135 Third Place,27871.53
427,Logistics Hub X - 8253 Third Circle,Logistics Hub X - 8253 Third Circle,42367.47
428,Processing Center Z - 7438 Third Boulevard,Processing Center Z - 7438 Third Boulevard,2910.98
429,Logistics Hub S - 2309 Park Drive,Logistics Hub S - 2309 Park Drive,24131.92
430,Central Depot M - 2845 Cedar Avenue,Central Depot M - 2845 Cedar Avenue,22538.28
431,Central Depot Y - 7031 Second Boulevard,Central Depot Y - 7031 Second Boulevard,26599.47
432,Storage Facility Y - 5533 First Avenue,Storage Facility Y - 5533 First Avenue,37561.36
433,Logistics Hub I - 3762 High Place,Logistics Hub I - 3762 High Place,17268.87
434,Supply Chain Hub N - 3366 Hill Avenue,Supply Chain Hub N - 3366 Hill Avenue,28589.51
435,Supply Chain Hub Q - 8803 Pine Court,Supply Chain Hub Q - 8803 Pine Court,2568.61
436,Regional Warehouse E - 350 Third Boulevard,Regional Warehouse E - 350 Third Boulevard,24098.4
437,Logistics Hub H - 1951 Church Road,Logistics Hub H - 1951 Church Road,24683.75
438,Regional Warehouse C - 1872 Oak Street,Regional Warehouse C - 1872 Oak Street,30553.97
439,Storage Facility W - 4817 Elm Boulevard,Storage Facility W - 4817 Elm Boulevard,17975.89
440,Logistics Hub V - 2931 School Circle,Logistics Hub V - 2931 School Circle,43972.25
441,Central Depot F - 1268 Cedar Road,Central Depot F - 1268 Cedar Road,26251.43
442,Storage Facility L - 7582 Third Way,Storage Facility L - 7582 Third Way,3859.88
443,Storage Facility L - 4018 Main Boulevard,Storage Facility L - 4018 Main Boulevard,49528
444,Storage Facility F - 7046 Maple Court,Storage Facility F - 7046 Maple Court,11996.9
445,Regional Warehouse V - 5958 River Street,Regional Warehouse V - 5958 River Street,39289.49
446,Distribution Center X - 3646 School Way,Distribution Center X - 3646 School Way,37902.37
447,Regional Warehouse C - 5896 Lake Avenue,Regional Warehouse C - 5896 Lake Avenue,26014.18
448,Storage Facility X - 8052 Washington Drive,Storage Facility X - 8052 Washington Drive,33776.95
449,Distribution Center V - 5954 Park Lane,Distribution Center V - 5954 Park Lane,47534
450,Regional Warehouse X - 3751 Lake Street,Regional Warehouse X - 3751 Lake Street,43528.6
451,Fulfillment Center L - 4527 Oak Lane,Fulfillment Center L - 4527 Oak Lane,27247.56
452,Central Depot Y - 7811 Main Road,Central Depot Y - 7811 Main Road,15610.58
453,Storage Facility G - 4579 Fourth Place,Storage Facility G - 4579 Fourth Place,8583.32
454,Regional Warehouse Z - 6796 First Boulevard,Regional Warehouse Z - 6796 First Boulevard,23032.13
455,Storage Facility V - 8466 Oak Road,Storage Facility V - 8466 Oak Road,42616.87
456,Processing Center Y - 4506 Church Lane,Processing Center Y - 4506 Church Lane,12948.18
457,Supply Chain Hub P - 597 Main Boulevard,Supply Chain Hub P - 597 Main Boulevard,44590.54
458,Storage Facility S - 8809 Pine Drive,Storage Facility S - 8809 Pine Drive,9523.51
459,Fulfillment Center W - 1686 Park Avenue,Fulfillment Center W - 1686 Park Avenue,40796.84
460,Fulfillment Center S - 1031 Church Avenue,Fulfillment Center S - 1031 Church Avenue,5507.33
461,Logistics Hub C - 6133 Valley Road,Logistics Hub C - 6133 Valley Road,12935.95
462,Storage Facility D - 6042 Elm Boulevard,Storage Facility D - 6042 Elm Boulevard,3709.5
463,Distribution Center J - 1931 Maple Street,Distribution Center J - 1931 Maple Street,43659.4
464,Logistics Hub C - 205 Valley Street,Logistics Hub C - 205 Valley Street,29638.67
465,Distribution Center D - 6984 Hill Court,Distribution Center D - 6984 Hill Court,39739.52
466,Fulfillment Center B - 2620 Park Way,Fulfillment Center B - 2620 Park Way,21405.83
467,Regional Warehouse H - 8351 Lake Way,Regional Warehouse H - 8351 Lake Way,7380.67
468,Logistics Hub X - 497 Pine Drive,Logistics Hub X - 497 Pine Drive,25757.73
469,Central Depot W - 2973 Park Lane,Central Depot W - 2973 Park Lane,22311.83
470,Storage Facility G - 494 Main Way,Storage Facility G - 494 Main Way,4101.28
471,Logistics Hub N - 1727 Church Avenue,Logistics Hub N - 1727 Church Avenue,16081.6
472,Regional Warehouse L - 6440 Church Street,Regional Warehouse L - 6440 Church Street,37265.66
473,Supply Chain Hub R - 2883 Hill Road,Supply Chain Hub R - 2883 Hill Road,6565.92
474,Fulfillment Center Y - 4763 Second Court,Fulfillment Center Y - 4763 Second Court,9899.91
475,Fulfillment Center N - 6492 Second Place,Fulfillment Center N - 6492 Second Place,33788.5
476,Processing Center M - 6053 Pine Place,Processing Center M - 6053 Pine Place,15455.44
477,Distribution Center J - 1476 Fourth Drive,Distribution Center J - 1476 Fourth Drive,12235.42
478,Supply Chain Hub R - 5672 Main Circle,Supply Chain Hub R - 5672 Main Circle,45543.2
479,Supply Chain Hub N - 7973 Hill Place,Supply Chain Hub N - 7973 Hill Place,28719.01
480,Supply Chain Hub E - 5800 Market Road,Supply Chain Hub E - 5800 Market Road,36133.26
481,Central Depot D - 8828 Third Street,Central Depot D - 8828 Third Street,47964.02
482,Storage Facility E - 6696 Fourth Court,Storage Facility E - 6696 Fourth Court,47689.1
483,Storage Facility A - 2076 Main Place,Storage Facility A - 2076 Main Place,24502.61
484,Logistics Hub A - 127 Hill Court,Logistics Hub A - 127 Hill Court,24325.87
485,Distribution Center Q - 3659 Valley Boulevard,Distribution Center Q - 3659 Valley Boulevard,12405.33
486,Distribution Center Y - 1010 Valley Boulevard,Distribution Center Y - 1010 Valley Boulevard,36210.02
487,Processing Center Z - 8583 Park Avenue,Processing Center Z - 8583 Park Avenue,14268.79
488,Storage Facility X - 5565 First Way,Storage Facility X - 5565 First Way,31537.35
489,Processing Center O - 101 Park Circle,Processing Center O - 101 Park Circle,35223
490,Distribution Center U - 6762 Hill Lane,Distribution Center U - 6762 Hill Lane,29122.36
491,Storage Facility E - 8727 High Place,Storage Facility E - 8727 High Place,19547.02
492,Central Depot W - 5594 Maple Circle,Central Depot W - 5594 Maple Circle,3139.35
493,Supply Chain Hub W - 6047 Third Boulevard,Supply Chain Hub W - 6047 Third Boulevard,48045.56
494,Supply Chain Hub K - 7483 Park Boulevard,Supply Chain Hub K - 7483 Park Boulevard,42207.91
495,Central Depot N - 8127 School Court,Central Depot N - 8127 School Court,16817.28
496,Supply Chain Hub D - 701 Church Lane,Supply Chain Hub D - 701 Church Lane,8601.88
497,Fulfillment Center X - 3299 Maple Road,Fulfillment Center X - 3299 Maple Road,24729.15
498,Supply Chain Hub O - 5377 Elm Circle,Supply Chain Hub O - 5377 Elm Circle,46609.77
499,Regional Warehouse Q - 5774 Valley Drive,Regional Warehouse Q - 5774 Valley Drive,45974.41
500,Supply Chain Hub H - 3505 Main Place,Supply Chain Hub H - 3505 Main Place,48329.57
501,Central Depot C - 3872 Pine Drive,Central Depot C - 3872 Pine Drive,35326.14
502,Regional Warehouse Y - 8967 High Boulevard,Regional Warehouse Y - 8967 High Boulevard,9203.22
503,Processing Center B - 6248 Church Road,Processing Center B - 6248 Church Road,22623.89
504,Logistics Hub G - 2076 Lake Way,Logistics Hub G - 2076 Lake Way,39207.13
